,Covariate,Cell Type,Final Parameter,HDI 3%,HDI 97%,SD,Inclusion probability,Expected Sample,log2-fold change,Reference Cell Type
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.083,0.059,0.028,0.463,2138.5254894744635,0.0,Vip_4
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.084,0.046,0.025,0.446,2122.7292165154868,0.0,STRd D2 Striosome MSN
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.091,0.13,0.04,0.439,2125.7260585977465,0.0,Vip_15
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.11,0.031,0.032,0.479,2071.9532811895706,0.0,Vip_23
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.079,0.117,0.038,0.44,1770.948652047755,0.0,LSX GABA
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.096,0.135,0.042,0.457,2082.206693485225,0.0,Vip_4
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.116,0.039,0.038,0.544,1766.345880422856,0.0,Vip_21
145,CPS_AT8,STRd D1 Matrix MSN,0.0,-0.074,0.63,0.192,0.683,2067.0961833079814,0.0,STR TAC3-PLPP4-LHX8 GABA
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.093,0.043,0.027,0.471,2063.2077434886723,0.0,Vip_12
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.104,0.053,0.028,0.474,2134.0594209314127,0.0,Sst Chodl_2
145,CPS,STRd D1 Matrix MSN,0.0,-0.185,0.206,0.075,0.471,2112.8075632801724,0.0,Vip_15
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.13,0.036,0.038,0.526,1769.2108313630515,0.0,Vip_2
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.175,0.018,0.057,0.605,1918.714964300252,0.0,LSX GABA
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.085,0.129,0.039,0.396,2080.425337209702,0.0,STRv D2 MSN
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.03,0.23,0.076,0.66,2116.083782041422,0.0,Vip_2
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.108,0.123,0.04,0.386,2066.861359024982,0.0,Sst Chodl_1
145,CPS,STRd D1 Matrix MSN,0.0,-0.201,0.2,0.064,0.389,2092.192586300441,-0.0244057875803414,STRv D1 NUDAP MSN
71,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.08,0.067,0.027,0.446,2082.299720084532,0.0,STRv D1 MSN
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.124,0.069,0.034,0.397,1922.950453549169,0.0,Vip_5
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.088,0.13,0.039,0.392,2069.187175675602,0.0,Sst Chodl_2
71,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.174,0.028,0.049,0.537,1924.5192552192705,0.0,Vip_4
71,APOE4_Status_codes,STRd D1 Matrix MSN,-0.097989391372682,-0.221,0.015,0.073,0.782,1634.0187327121007,-0.1092185741752137,STRd D2 StrioMat Hybrid MSN
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.025,0.221,0.075,0.63,2131.5244120705747,0.0,STR SST-RSPO2 GABA
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.029,0.23,0.073,0.61,2117.013294397975,0.0,STR SST-RSPO2 GABA
106,Thal_codes,STRd D1 Matrix MSN,0.0,-0.095,0.275,0.079,0.471,2082.299720084532,0.0,STRv D1 MSN
106,ADNC_codes,STRd D1 Matrix MSN,0.6575466060834542,0.309,1.006,0.191,1.0,2265.513465266826,0.2390307768037027,STR PVALB-RSPO2 GABA
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.116,0.13,0.042,0.429,2063.2077434886723,0.0,Vip_12
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.107,0.048,0.032,0.467,2079.555960818465,0.0,STRd D1 Striosome MSN
73,Sex_codes,STRd D1 Matrix MSN,0.0,0.0,0.0,0.0,0.0,2137.916052063309,0.0,STRd D1 Matrix MSN
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.031,0.24,0.078,0.581,2138.5254894744635,0.0,Vip_4
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.122,0.084,0.038,0.43,1920.89458307249,0.0,Vip_19
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.104,0.099,0.035,0.413,1919.2331985767364,0.0,Vip_16
145,CPS_6e10,STRd D1 Matrix MSN,0.0,-0.296,0.091,0.093,0.524,2134.0594209314127,0.0,Sst Chodl_2
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.079,0.048,0.022,0.454,2116.083782041422,0.0,Vip_2
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.11,0.035,0.033,0.498,2078.292076380589,0.0,Vip_9
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.072,0.12,0.034,0.388,1768.375260309075,0.0,BG LAMP5-CXCL14 GABA
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.125,0.034,0.04,0.567,1770.7691530849108,0.0,Vip_4
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.091,0.119,0.037,0.387,2121.86213524601,0.0,Vip_18
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.182,0.02,0.057,0.674,1919.602089898468,0.0,STR PVALB-RSPO2 GABA
71,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.076,0.063,0.027,0.443,2077.981108205818,0.0,STR VIP GABA
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,0.0,0.0,0.0,0.0,2193.559586924254,0.0,STRd D1 Matrix MSN
145,CPS_6e10,STRd D1 Matrix MSN,0.0,-0.256,0.081,0.082,0.493,2125.7260585977465,0.0,Vip_15
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.168,0.02,0.056,0.659,1919.2331985767364,0.0,Vip_16
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.101,0.036,0.03,0.502,2127.886861073507,0.0,STRv D1 NUDAP MSN
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.192,0.021,0.062,0.653,1924.5192552192705,0.0,Vip_4
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.077,0.051,0.025,0.442,2128.2025973560685,0.0,STRv D1 NUDAP MSN
71,APOE4_Status_codes,STRd D1 Matrix MSN,-0.0991577596373917,-0.216,0.01,0.07,0.809,1636.1486263174988,-0.110464067364939,Vip_21
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.09,0.161,0.044,0.416,2068.72698409441,0.0,Vip_4
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.063,0.149,0.039,0.404,1770.7691530849108,0.0,Vip_4
145,CPS_6e10,STRd D1 Matrix MSN,0.0,-0.281,0.079,0.088,0.512,2128.767317022595,0.0,BG LAMP5-CXCL14 GABA
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.1,0.137,0.039,0.43,2078.170568397314,0.0,Vip_19
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.103,0.117,0.037,0.424,2081.6743051454264,0.0,Sst Chodl_2
71,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.089,0.065,0.029,0.436,2083.670966693196,0.0,Vip_15
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.107,0.03,0.033,0.508,2113.978323289324,0.0,STR TAC3-PLPP4 GABA
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.106,0.102,0.035,0.414,2085.6918952507035,0.0,STRv D2 MSN
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.036,0.229,0.072,0.556,2078.292076380589,0.0,Vip_9
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.181,0.022,0.059,0.692,1923.5806518241147,0.0,Vip_13
106,Thal_codes,STRd D1 Matrix MSN,0.0,-0.096,0.224,0.092,0.565,2047.075005649071,0.0,Vip_18
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.097,0.05,0.026,0.479,2125.7260585977465,0.0,Vip_15
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.102,0.117,0.039,0.434,2122.410386906198,0.0,Sst Chodl_1
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.104,0.031,0.03,0.487,2116.083782041422,0.0,Vip_2
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.033,0.205,0.065,0.555,2079.555960818465,0.0,STRd D1 Striosome MSN
106,Braak_codes,STRd D1 Matrix MSN,1.3845951691535143,1.017,1.733,0.191,1.0,2446.113605342757,0.4716584216121556,Sst Chodl_1
145,CPS,STRd D1 Matrix MSN,0.0,-0.172,0.222,0.064,0.366,2122.7292165154868,0.0,STRd D2 Striosome MSN
71,APOE4_Status_codes,STRd D1 Matrix MSN,-0.0978239229391187,-0.209,0.011,0.071,0.778,1642.0475195853408,-0.1088802687262128,Vip_4
106,ADNC_codes,STRd D1 Matrix MSN,0.0,0.0,0.0,0.0,0.0,2108.987907140277,-0.025043844435334,STRd D1 Matrix MSN
145,CPS_AT8,STRd D1 Matrix MSN,0.0,-0.025,0.439,0.136,0.653,2037.4152804235905,-0.0278555490557628,STRd D1D2 Hybrid MSN
145,CPS_AT8,STRd D1 Matrix MSN,0.0,0.0,0.0,0.0,0.0,2193.559586924254,0.0,STRd D1 Matrix MSN
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.104,0.139,0.04,0.412,2125.364407227237,0.0,Vip_11
106,ADNC_codes,STRd D1 Matrix MSN,0.6286945368761834,0.239,0.961,0.202,0.999,2303.0596755957386,0.2602302030287827,Vip_5
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.093,0.134,0.039,0.376,2087.225232586751,0.0,Vip_2
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.075,0.058,0.025,0.458,2145.799437937192,0.0,STRv D1 MSN
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.075,0.099,0.032,0.435,2126.5275835187235,0.0,STRv D2 MSN
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.093,0.117,0.037,0.391,2071.1961458263154,0.0,Vip_19
71,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.159,0.031,0.05,0.541,1919.602089898468,0.0,STR PVALB-RSPO2 GABA
145,CPS_AT8,STRd D1 Matrix MSN,0.0,-0.052,0.462,0.151,0.622,2070.008436408339,0.0,Vip_21
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.133,0.018,0.041,0.535,2085.281065647255,0.0,Vip_14
106,Braak_codes,STRd D1 Matrix MSN,1.3691248892317358,1.003,1.752,0.202,1.0,2428.3223747250627,0.4558094451475184,STR VIP GABA
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.08,0.057,0.026,0.443,2101.8068511827964,0.0,STR TAC3-PLPP4 GABA
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.092,0.12,0.04,0.442,2126.9967356388443,0.0,Vip_18
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.034,0.226,0.075,0.614,2132.54649810147,0.0,STRd D1 Striosome MSN
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.088,0.054,0.029,0.462,2066.861359024982,0.0,Sst Chodl_1
145,CPS_6e10,STRd D1 Matrix MSN,0.0,-0.285,0.053,0.086,0.524,2131.5244120705747,0.0,STR SST-RSPO2 GABA
145,CPS,STRd D1 Matrix MSN,0.0,-0.183,0.192,0.064,0.395,2127.728495202458,0.0,Sst Chodl_2
106,Thal_codes,STRd D1 Matrix MSN,0.0,-0.099,0.264,0.08,0.453,2084.0099827999,0.0,BG LAMP5-CXCL14 GABA
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.138,0.023,0.041,0.546,2082.9181444298742,0.0,STR SST-RSPO2 GABA
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.079,0.058,0.025,0.433,2113.978323289324,0.0,STR TAC3-PLPP4 GABA
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.117,0.105,0.037,0.407,2077.981108205818,0.0,STR VIP GABA
145,CPS,STRd D1 Matrix MSN,0.0,-0.198,0.201,0.065,0.358,2131.582484844075,0.0,Vip_1
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.092,0.154,0.042,0.422,2085.371137169936,0.0,Vip_11
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.088,0.05,0.026,0.463,2121.011968035109,0.0,STRd D1D2 Hybrid MSN
145,CPS_6e10,STRd D1 Matrix MSN,0.0,-0.299,0.074,0.089,0.513,2113.978323289324,0.0,STR TAC3-PLPP4 GABA
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.022,0.224,0.066,0.581,2073.132105273117,0.0,STRv D1 MSN
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,0.0,0.0,0.0,0.0,2137.916052063309,0.0,STRd D1 Matrix MSN
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.104,0.11,0.038,0.453,2076.9680817805083,0.0,Vip_6
71,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.153,0.04,0.047,0.539,1922.0725491839823,0.0,BG LAMP5-CXCL14 GABA
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.092,0.123,0.036,0.443,2082.299720084532,0.0,STRv D1 MSN
106,Thal_codes,STRd D1 Matrix MSN,0.0,-0.057,0.286,0.077,0.444,2082.9181444298742,0.0,STR SST-RSPO2 GABA
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,0.0,0.0,0.0,0.0,2170.165640789417,0.0,STRd D1 Matrix MSN
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.129,0.079,0.036,0.437,1918.3948886111464,0.0,Vip_2
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.139,0.026,0.041,0.537,2076.9680817805083,0.0,Vip_6
71,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.142,0.043,0.045,0.511,1919.69198611677,0.0,Vip_11
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.099,0.041,0.03,0.464,2069.187175675602,0.0,Sst Chodl_2
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.08,0.062,0.026,0.436,2126.9967356388443,0.0,Vip_18
106,ADNC_codes,STRd D1 Matrix MSN,0.6321484615755939,0.238,0.983,0.206,0.998,2302.585850625489,0.2587568417092388,Vip_4
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.041,0.214,0.067,0.517,2091.714957635585,0.0,Vip_11
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.101,0.038,0.032,0.482,2079.4051825883034,0.0,Vip_16
71,APOE4_Status_codes,STRd D1 Matrix MSN,-0.1079294263459506,-0.228,0.009,0.075,0.796,1625.7678887706645,-0.1203376086066749,Vip_11
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.094,0.123,0.038,0.388,2091.714957635585,0.0,Vip_11
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.078,0.067,0.026,0.435,2129.271560524725,0.0,Vip_1
145,CPS_AT8,STRd D1 Matrix MSN,0.0,-0.036,0.434,0.146,0.707,2071.9532811895706,0.0,Vip_23
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.09,0.041,0.029,0.492,2118.859303880712,0.0,Vip_9
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.126,0.03,0.038,0.54,1764.6577370203506,0.0,Vip_5
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.078,0.06,0.026,0.465,2127.728495202458,0.0,Sst Chodl_2
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,0.0,0.0,0.0,0.0,2145.917581237547,0.0,STRd D1 Matrix MSN
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.083,0.131,0.038,0.45,2120.038820465125,0.0,OB-in Frmd7 Gaba
71,APOE4_Status_codes,STRd D1 Matrix MSN,-0.0983616277789765,-0.209,0.016,0.07,0.796,1635.5658305933132,-0.1095985654596195,Vip_5
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.091,0.14,0.04,0.41,2079.555960818465,0.0,STRd D1 Striosome MSN
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.087,0.043,0.025,0.354,2100.136569991108,0.0,Vip_21
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.123,0.12,0.04,0.409,2134.0594209314127,0.0,Sst Chodl_2
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.031,0.239,0.077,0.661,2120.038820465125,0.0,OB-in Frmd7 Gaba
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.124,0.024,0.038,0.556,1770.948652047755,0.0,LSX GABA
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.09,0.151,0.042,0.426,1766.345880422856,0.0,Vip_21
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.093,0.13,0.04,0.435,2083.670966693196,0.0,Vip_15
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.088,0.128,0.035,0.368,2073.132105273117,0.0,STRv D1 MSN
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.166,0.031,0.056,0.685,1918.3948886111464,0.0,Vip_2
145,CPS_6e10,STRd D1 Matrix MSN,0.0,-0.314,0.058,0.09,0.559,2128.2025973560685,0.0,STRv D1 NUDAP MSN
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.144,0.075,0.039,0.446,1919.69198611677,0.0,Vip_11
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.114,0.077,0.037,0.48,1920.7246526351576,0.0,STR SST-RSPO2 GABA
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.106,0.03,0.036,0.524,2069.187175675602,0.0,Sst Chodl_2
106,Thal_codes,STRd D1 Matrix MSN,0.0,-0.081,0.279,0.072,0.413,2085.6918952507035,0.0,STRv D2 MSN
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.035,0.233,0.075,0.584,2087.225232586751,0.0,Vip_2
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.09,0.046,0.028,0.433,2126.9967356388443,0.0,Vip_18
145,CPS,STRd D1 Matrix MSN,0.0,-0.177,0.249,0.078,0.44,2126.5275835187235,0.0,STRv D2 MSN
106,ADNC_codes,STRd D1 Matrix MSN,0.6610198328314848,0.301,1.005,0.191,1.0,2265.6253926128948,0.237246547940524,BG LAMP5-CXCL14 GABA
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.083,0.057,0.025,0.436,2122.356021981034,0.0,BG LAMP5-CXCL14 GABA
36,Sex_codes,STRd D1 Matrix MSN,0.0,0.0,0.0,0.0,0.0,2145.917581237547,0.0,STRd D1 Matrix MSN
145,CPS_AT8,STRd D1 Matrix MSN,0.0,-0.031,0.421,0.138,0.673,2027.4862873023867,-0.0287206957595788,STR SST-RSPO2 GABA
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.089,0.131,0.037,0.399,2071.9532811895706,0.0,Vip_23
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.088,0.148,0.04,0.41,2118.859303880712,0.0,Vip_9
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.029,0.238,0.073,0.57,2071.1961458263154,0.0,Vip_19
106,Braak_codes,STRd D1 Matrix MSN,1.3780774193604306,0.98,1.72,0.201,1.0,2448.038417841253,0.4701672920358378,Vip_11
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.102,0.101,0.034,0.399,2126.630570940099,0.0,Vip_13
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.115,0.031,0.031,0.49,2101.8068511827964,0.0,STR TAC3-PLPP4 GABA
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.086,0.051,0.03,0.506,2145.799437937192,0.0,STRv D1 MSN
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.177,0.021,0.058,0.668,1919.69198611677,0.0,Vip_11
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.183,0.012,0.057,0.665,1924.225457255989,0.0,STR TAC3-PLPP4-LHX8 GABA
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.052,0.229,0.067,0.5,2071.9532811895706,0.0,Vip_23
106,Thal_codes,STRd D1 Matrix MSN,0.0,-0.091,0.267,0.082,0.473,2083.670966693196,0.0,Vip_15
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.099,0.042,0.03,0.471,2120.038820465125,0.0,OB-in Frmd7 Gaba
145,CPS_AT8,STRd D1 Matrix MSN,0.0,-0.067,0.439,0.154,0.704,2063.2077434886723,0.0,Vip_12
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.163,0.022,0.056,0.702,1918.8154796482463,0.0,Vip_21
145,CPS_6e10,STRd D1 Matrix MSN,0.0,-0.261,0.062,0.09,0.634,2100.136569991108,0.0,Vip_21
106,Braak_codes,STRd D1 Matrix MSN,1.3687360556491877,1.022,1.78,0.197,1.0,2439.415533870673,0.4634295502421489,Vip_2
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.031,0.235,0.074,0.61,2067.0961833079814,0.0,STR TAC3-PLPP4-LHX8 GABA
106,Thal_codes,STRd D1 Matrix MSN,0.0,-0.088,0.253,0.077,0.458,2085.281065647255,0.0,Vip_14
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.098,0.109,0.036,0.433,2107.870582512735,0.0,STR FS PTHLH-PVALB GABA
106,ADNC_codes,STRd D1 Matrix MSN,0.6603764654419936,0.269,1.006,0.195,1.0,2262.732277320969,0.2379254903119055,LSX GABA
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.021,0.253,0.082,0.637,2125.7260585977465,0.0,Vip_15
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.036,0.224,0.071,0.563,2082.33045116387,0.0,Vip_13
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.115,0.031,0.03,0.46,2122.356021981034,0.0,BG LAMP5-CXCL14 GABA
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.022,0.232,0.075,0.595,2125.364407227237,0.0,Vip_11
106,ADNC_codes,STRd D1 Matrix MSN,0.6432905329823728,0.313,0.998,0.187,1.0,2317.911101668756,0.2690309158707132,Vip_13
71,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.15,0.043,0.047,0.535,1918.8154796482463,0.0,Vip_21
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.1,0.124,0.04,0.431,1770.208255981074,0.0,STRv D1 NUDAP MSN
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.036,0.224,0.069,0.534,2066.861359024982,0.0,Sst Chodl_1
145,CPS,STRd D1 Matrix MSN,0.0,-0.198,0.193,0.07,0.415,2084.903322436781,-0.0241101954754064,OB-in Frmd7 Gaba
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.097,0.046,0.031,0.463,2123.105673478949,0.0,STR PVALB-RSPO2 GABA
145,CPS,STRd D1 Matrix MSN,0.0,-0.184,0.206,0.067,0.416,2126.630570940099,0.0,Vip_13
1,method[T.10xV3.1_HT],STRd D1 Matrix MSN,0.0,-0.033,0.22,0.07,0.559,2126.389472395178,0.0,STR VIP GABA
71,APOE4_Status_codes,STRd D1 Matrix MSN,-0.0992036999030113,-0.228,0.005,0.073,0.779,1638.8043732808858,-0.110462331879288,Vip_2
106,Thal_codes,STRd D1 Matrix MSN,0.0,-0.112,0.264,0.082,0.479,2075.5924233740925,0.0,STR TAC3-PLPP4-LHX8 GABA
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.117,0.027,0.032,0.46,2080.425337209702,0.0,STRv D2 MSN
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.113,0.116,0.039,0.421,2126.389472395178,0.0,STR VIP GABA
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,0.0,0.0,0.0,0.0,2137.916052063309,0.0,STRd D1 Matrix MSN
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.101,0.032,0.029,0.494,2129.271560524725,0.0,Vip_1
1,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.092,0.143,0.044,0.455,1762.52423762643,0.0,STRd D2 StrioMat Hybrid MSN
71,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.156,0.031,0.048,0.564,1924.225457255989,0.0,STR TAC3-PLPP4-LHX8 GABA
71,APOE4_Status_codes,STRd D1 Matrix MSN,-0.0990789043986746,-0.225,0.01,0.073,0.748,1640.6107319760297,-0.1102894114018441,LSX GABA
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.089,0.049,0.027,0.448,2080.425337209702,0.0,STRv D2 MSN
145,CPS_6e10,STRd D1 Matrix MSN,0.0,-0.277,0.114,0.077,0.432,2115.633448092992,0.0,STRd D1D2 Hybrid MSN
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.166,0.019,0.057,0.696,1922.0725491839823,0.0,BG LAMP5-CXCL14 GABA
106,Thal_codes,STRd D1 Matrix MSN,0.0,-0.119,0.283,0.085,0.493,2082.286665623444,0.0,STRd D1D2 Hybrid MSN
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.116,0.041,0.037,0.524,1767.1921396879377,0.0,Vip_11
106,ADNC_codes,STRd D1 Matrix MSN,0.632830416913917,0.283,0.983,0.196,1.0,2303.745828141248,0.2631067036599173,Vip_11
145,CPS_AT8,STRd D1 Matrix MSN,0.0,-0.047,0.506,0.153,0.657,2080.425337209702,0.0,STRv D2 MSN
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.078,0.135,0.04,0.409,2078.292076380589,0.0,Vip_9
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.118,0.036,0.039,0.54,2085.6918952507035,0.0,STRv D2 MSN
145,CPS_6e10,STRd D1 Matrix MSN,0.0,-0.278,0.086,0.083,0.496,2126.9967356388443,0.0,Vip_18
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.138,0.028,0.039,0.536,1762.52423762643,0.0,STRd D2 StrioMat Hybrid MSN
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.094,0.045,0.028,0.468,2064.916908751492,0.0,Vip_14
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.087,0.049,0.025,0.442,2119.512769959654,0.0,STR TAC3-PLPP4-LHX8 GABA
73,Sex_codes,STRd D1 Matrix MSN,0.0,-0.1,0.044,0.029,0.47,2134.0594209314127,0.0,Sst Chodl_2
37,Age_at_Death_binned_codes,STRd D1 Matrix MSN,0.0,-0.096,0.138,0.038,0.384,2131.5244120705747,0.0,STR SST-RSPO2 GABA
36,Sex_codes,STRd D1 Matrix MSN,0.0,-0.127,0.024,0.038,0.526,1769.0004575521891,0.0,Vip_16
109,APOE4_Status_codes,STRd D1 Matrix MSN,0.0,-0.094,0.05,0.028,0.451,2077.135913991004,0.0,STRd D1D2 Hybrid MSN
